Subject,Name,Training,Nivel,BLPS,MPDC,APCPS,PD,Entropy,TTP,PDS
s04,SequenceMemory_r27,False,1,3.448470477,-0.24545956,-0.071179255,-0.021143635,1.680453472,3807563,3.45E-08
s04,SequenceMemory_r28,False,1,3.379950413,0.01785517,0.005282672,0.197937126,1.764974184,3947164,8.67E-09
s04,SequenceMemory_r03,False,3,3.530970769,0.357799418,0.101331742,0.716849053,1.961932505,6359316,1.46E-07
s04,SequenceMemory_r32,False,6,3.217533853,0.267662796,0.083188805,0.645718023,1.802291417,10346336,4.32E-08
s04,SequenceMemory_r04,False,1,3.588277653,0.062913291,0.017533005,0.380267884,1.870146084,3767695,1.81E-07
s04,SequenceMemory_r05,False,6,3.622293756,0.386379234,0.106667007,0.81406301,2.005092517,8352831,1.30E-07
s04,SequenceMemory_r06,False,3,3.331680116,0.251013044,0.07534128,0.680461457,1.842831646,5761204,1.80E-07
s05,SequenceMemory_r01,False,1,5.046266461,-0.00436488,-0.000864972,0.455686402,2.335032684,4385784,2.56E-07
s05,SequenceMemory_r10,False,3,4.478260248,0.023887164,0.005334028,0.322803985,2.171284948,5800638,6.53E-08
s05,SequenceMemory_r11,False,3,4.598196322,0.004980779,0.001083203,0.376661128,2.203134404,5562022,6.70E-08
s05,SequenceMemory_r13,False,6,4.483934958,0.235771061,0.052581285,0.722212695,2.239079368,8592025,3.73E-08
s05,SequenceMemory_r14,False,6,4.429692583,0.277317072,0.062604135,0.661605305,2.235979149,6578641,1.43E-07
s05,SequenceMemory_r17,False,6,4.472440044,0.24647608,0.05510998,0.562043421,2.239143856,8472392,5.89E-08
s05,SequenceMemory_r19,False,3,4.383008428,0.175826194,0.040115413,0.45788194,2.189864705,5641534,7.25E-08
s05,SequenceMemory_r20,False,1,4.459492977,-0.090679323,-0.020333998,0.10212026,2.127531732,7415622,7.62E-09
s05,SequenceMemory_r21,False,6,4.559927045,0.328640196,0.072071371,0.777032181,2.290344626,8592030,4.61E-08
s05,SequenceMemory_r23,False,6,4.645189561,0.073979119,0.015925963,0.43230379,2.239394092,8492404,5.37E-08
s05,SequenceMemory_r26,False,3,4.516065581,0.013507842,0.002991064,0.279761321,2.17986518,5741352,5.98E-08
s05,SequenceMemory_r27,False,3,4.454996288,0.123027531,0.02761563,0.510673076,2.196445627,8751473,8.13E-08
s05,SequenceMemory_r29,False,3,4.151819116,0.353888873,0.085237064,0.634678095,2.172484501,10784853,4.24E-08
s05,SequenceMemory_r30,False,1,4.532149758,0.018579361,0.004099459,0.278905259,2.186502657,3887101,2.17E-07
s05,SequenceMemory_r31,False,3,4.220031901,0.344965323,0.081744719,0.609538567,2.191302411,5721344,1.02E-08
s05,SequenceMemory_r04,False,1,4.449688385,0.195302432,0.04389126,0.558437669,2.216515934,3867408,2.48E-07
s05,SequenceMemory_r09,False,6,4.629786077,0.107916805,0.023309242,0.585079014,2.244721373,8412554,3.24E-08
s06,SequenceMemory_r01,False,3,4.088135984,0.059872758,0.014645491,0.289606453,2.053120463,5880801,5.40E-08
s06,SequenceMemory_r11,False,6,3.830262485,0.237445944,0.061992081,0.581331198,2.025111313,7635138,1.09E-07
s06,SequenceMemory_r12,False,6,4.092174395,0.001545364,0.000377639,0.432221547,2.033962843,7694979,7.58E-08
s06,SequenceMemory_r15,False,6,3.977536751,0.094047872,0.023644752,0.334512968,2.026067835,9509048,1.70E-08
